2019年09月19日 08:10,颜色分类:黑色尺码:37,鞋帮高度：合适 鞋底材质：柔软 舒适度：舒服 风格：喜欢 
2019年09月26日 10:05,颜色分类:粉红色尺码:37,一如既往的好
2019年09月25日 17:17,颜色分类:粉红色尺码:38,很好看  喜欢  满意满意  物流很快
2019年09月12日 22:13,颜色分类:米白色尺码:34,风格：休闲运动 穿着还挺舒服 跟脚不累。透气性好。牛仔裤 阔腿裤随便搭  还不错，难得有比较小码的运动鞋。好评！ 
2019年09月24日 09:34,颜色分类:黑色尺码:37,不错不错。舒服。
2019年09月08日 16:43,颜色分类:米白色尺码:37,不错挺舒服的，推荐购买
2019年09月12日 16:42,颜色分类:粉红色尺码:38,鞋帮高度：正好是我想要的高度 舒适度：穿在脚上很是舒服 风格：也是我喜欢的风格 
2019年09月14日 17:44,颜色分类:米白色尺码:38,宝贝收到了   迫不及待的试穿了几天    鞋子很舒服   长时间走路脚也不疼    鞋子也透气    码数正    很不错的
2019年09月18日 20:28,颜色分类:米白色尺码:36,嘿嘿😁，相当满意，穿起来挺舒服的。
2019年09月23日 18:11,颜色分类:黑色尺码:35,很好，很漂亮，穿的很舒服。
2019年09月19日 13:10,颜色分类:粉红色尺码:37,舒适透气，轻便大气，日常休闲都很不错
2019年09月17日 11:25,颜色分类:米白色尺码:35,还不错 还会继续关注 穿一段时间再来追评
2019年09月10日 12:41,颜色分类:黑色尺码:40,收到鞋子了  尺码标准 穿上正好 质量不错 走路很舒服 满意
2019年08月08日 17:10,颜色分类:米白色尺码:35,发货还是挺快的。价格对比其他家优惠一点。样式很好看。也很喜欢。唯一的确定就是靠脚腕那里有点硬。要穿高的袜子才可以。
2019年09月14日 17:50,颜色分类:黑色尺码:36,鞋子收到了，有一点增高的，穿上也不累脚特别的合适，颜色也挺好搭配的，喜欢。
2019年09月09日 12:59,颜色分类:米白色尺码:37,鞋子好看~大气~颜色很nice~没有色差~米白色超级百搭的 
2019年09月09日 16:52,颜色分类:粉红色尺码:38,不错哦，上脚非常舒适，鞋号也正好，颜色穿上去显得很有活力。推荐购买
2019年09月19日 16:20,颜色分类:米白色尺码:38,记不清是第几次买他们家的鞋子了，一如既往的好，百搭又舒服，穿起来特别好。关键很实惠呀
2019年09月10日 22:20,颜色分类:黑色尺码:35,好看 穿着很舒服 而且很透气 鞋子质量挺好的 很不错哦
2019年09月09日 20:58,颜色分类:粉红色尺码:36,鞋帮高度：有一点跟 鞋底材质：很舒适 风格：年轻时尚 
2019年09月12日 07:12,颜色分类:黑色尺码:38,透气舒服 不磨脚 也很百搭没有色差
2019年09月14日 10:53,颜色分类:黑色尺码:37,鞋子高度合适，穿着也很舒服，款式很好看！
2019年09月18日 19:28,颜色分类:米白色尺码:40,鞋子穿着真的非常舒服，特别喜欢呀，真的很棒，也不会觉得硌脚，大小也合适的，码数很正，推荐哦！
2019年09月15日 19:17,颜色分类:米白色尺码:35,已经来买货无数次了，质量还是一样的好，现在买鞋首选这家店，价格实惠，质量超级好，赞
2019年09月14日 17:15,颜色分类:粉红色尺码:37,鞋子好看，透气，粉红色好好看，秋天穿也很适合
2019年09月16日 14:18,颜色分类:黑色尺码:37,鞋子穿着好看。舒服，大小合适不磨脚
2019年09月14日 20:07,颜色分类:黑色尺码:40,宝贝不错挺好的挺漂亮尺码标准颜色好看版型好。是我喜欢的风格。
2019年09月09日 10:32,颜色分类:粉红色尺码:38,快递很给力         鞋子颜色很正  很喜欢   透气 舒适     百搭款
2019年09月08日 12:09,颜色分类:黑色尺码:37,老顾客了，最主要的就是好看又舒适，价格也公道，值得信赖。
2019年09月21日 17:23,颜色分类:米白色尺码:38,不错，会回购
2019年09月12日 17:48,颜色分类:米白色尺码:37,好看，百搭，鞋子很轻便，不捂脚，走起路来有弹性，喜欢。
2019年08月09日 20:11,,"评价方未及时做出评价,系统默认好评!"
2019年09月04日 20:10,,"评价方未及时做出评价,系统默认好评!"
2019年09月12日 20:30,颜色分类:米白色尺码:37,舒适百搭哦透气好，质量没的说，以后肯定回购哦
2019年09月27日 10:29,颜色分类:粉红色尺码:38,不错，挺好的 
2019年09月09日 12:02,颜色分类:粉红色尺码:38,鞋子很轻，穿着很舒服，搭配裙子和牛仔裤都可以，推荐！！！
2019年09月16日 13:37,颜色分类:黑色尺码:36,宝贝收到了，质量很好，没有异味，鞋底软，防滑，穿着舒服。超赞
2019年09月17日 08:49,颜色分类:粉红色尺码:37,鞋子很好看，很好很好很好呢，送闺蜜的，闺密特别喜欢，之前还买了自己一双，一起出去贼拉风了
2019年09月19日 16:42,颜色分类:粉红色尺码:37,鞋子收到了 颜色很好看 码数刚刚好 很喜欢这种款 还会回购的
2019年09月05日 08:37,颜色分类:米白色尺码:39,鞋帮高度适中 跟图片一致，鞋底材料超级软，超级舒服，风格也是我喜欢的，反正回来他们都管我要链接，走一天也不会累，不会脚疼，特别舒服，透气，穿起来感觉很高级的样子，真的跟图片超级吻合，喜欢的小仙女不要犹豫啦，超级好看有气质哦，而且不会担心搭错衣服，有选择困难证的宝宝可以随便穿呢！！！
2019年09月12日 19:51,颜色分类:粉红色尺码:36,鞋子收到了，美美的，老公说穿上很有范，质量很好，需要的美女们不要犹豫，赶快下单吧 物流也很快的
2019年09月12日 15:46,颜色分类:米白色尺码:36,穿了好久才来评价，真的很舒服，穿上特别百搭，感觉高了好多
2019年09月10日 14:22,颜色分类:粉红色尺码:39,质量很不错，款式也好看，关键是便宜，很满意的一次购物
2019年09月09日 17:52,颜色分类:米白色尺码:38,鞋子质量真不错，走路不累不磨脚。款式好搭配衣服，赞一个。
2019年09月09日 21:03,颜色分类:粉红色尺码:36,鞋子很好看，穿起来也贼舒服，透气，不磨脚
2019年09月14日 13:29,颜色分类:粉红色尺码:37,买两双了 超级好评
2019年09月17日 17:34,颜色分类:粉红色尺码:37,颜色漂亮，最喜欢粉色的，这天穿正好，喜欢
2019年09月19日 08:56,颜色分类:粉红色尺码:37,她们家老顾客了已经跟老板成为好朋友了，😂鞋子不用说了，质量杠杠的穿着舒服
2019年09月12日 07:54,颜色分类:粉红色尺码:37,鞋子好看，穿着挺舒服的，符合预期
2019年09月15日 14:22,颜色分类:米白色尺码:37,这个鞋子现在穿正好应季，鞋底也舒服软和
2019年09月11日 08:25,颜色分类:粉红色尺码:36,鞋子收到啦，穿上很不错，舒服，款式挺喜欢的 
2019年09月08日 16:54,颜色分类:粉红色尺码:39,鞋子穿起来炒鸡舒服，粉粉的。少女心爆棚
2019年09月13日 21:42,颜色分类:粉红色尺码:38,第二次购买了，很喜欢这双鞋，鞋的质量也很好，穿着很舒服😊下次还来
2019年09月18日 14:57,颜色分类:粉红色尺码:39,鞋子材质很好，款式新颖，是自己喜欢的类型。
2019年09月08日 12:36,颜色分类:粉红色尺码:36,鞋子很舒服 款式很好看 质量也不错 爱了这家店铺了
2019年09月09日 13:04,颜色分类:黑色尺码:36,鞋子穿着很舒服，回购很多次的鞋子，已推荐给朋友
2019年09月19日 12:33,颜色分类:粉红色尺码:38,鞋子质量不错，穿着很舒服很喜欢这种老爹鞋显腿又细又长
2019年09月14日 15:49,颜色分类:粉红色尺码:38,舒适度：鞋子穿上很舒服很合适 风格：是我喜欢的风格 
2019年09月26日 21:45,颜色分类:黑色尺码:38,很不错，物美价廉
2019年09月10日 22:44,颜色分类:米白色尺码:36,穿着很舒服，也透气，生活百搭鞋
2019年09月14日 09:50,颜色分类:粉红色尺码:38,鞋子一如既往的好，穿起来舒适，轻脚，没有味道，大爱！
2019年09月08日 21:48,颜色分类:粉红色尺码:36,鞋子好看百搭，还很舒适
2019年09月08日 10:27,颜色分类:粉红色尺码:36,鞋子质量很不错哎，买了几次了...还安利给了身边的朋友..好评哦
2019年09月11日 22:11,颜色分类:黑色尺码:37,质量很好 多次购买 穿着舒服 喜欢的赶快下手吧
2019年09月12日 20:33,颜色分类:粉红色尺码:40,鞋子收到了，穿上很舒服，颜色好看很正，做工很好，很满意
2019年09月12日 17:06,颜色分类:米白色尺码:35,特别好
2019年09月16日 20:45,颜色分类:米白色尺码:36,此用户没有填写评价。
2019年09月12日 13:53,颜色分类:黑色尺码:38,风格：非常喜欢这种款式风格的鞋子，好看的很呢 
2019年09月26日 16:27,颜色分类:黑色尺码:37,不错，好评
2019年09月14日 20:06,颜色分类:粉红色尺码:38,鞋子舒适度很高，尺码标准，颜色好看。 
2019年09月10日 10:18,颜色分类:粉红色尺码:37,很棒的鞋子啊，穿起来很轻便，推荐大家购买呦
2019年09月15日 09:21,颜色分类:米白色尺码:38,鞋子很好很漂亮很舒服，不累脚不磨脚
2019年09月17日 19:50,颜色分类:粉红色尺码:38,鞋子上脚很舒服哦！超级喜欢啦*^O^*赞赞赞！
2019年09月14日 03:10,颜色分类:粉红色尺码:34,鞋子收到棒棒的，很喜欢，性价比超高，不要犹豫啊亲们，还会回购的！
2019年09月14日 23:19,颜色分类:米白色尺码:37,很舒服 尺码刚刚好  很喜欢的版型
2019年09月16日 20:52,颜色分类:粉红色尺码:36,哎哟不错哦。鞋子质量很好。穿起来很舒服也很好看。喜欢。。
2019年09月16日 16:09,颜色分类:米白色尺码:35,不错哦，鞋码很正，透气百搭
2019年09月19日 19:12,颜色分类:米白色尺码:35,很喜欢他们家的鞋子，老顾客了，质量真心不错哟！
2019年09月11日 20:09,颜色分类:粉红色尺码:37,鞋子穿着很舒服，质量很不错，底子超软的，满意
2019年09月08日 19:14,颜色分类:粉红色尺码:40,鞋子收到了，质量不错，穿着很舒服，逛街不累
2019年09月11日 16:41,颜色分类:粉红色尺码:38,老客户了，鞋子质量超级好，穿着很舒服
2019年09月12日 18:27,颜色分类:粉红色尺码:37,鞋子穿着很舒服，特意穿了几天才来评价，质量不错，满意
2019年09月09日 18:46,颜色分类:米白色尺码:39,鞋子很透气，穿着很舒服
2019年09月17日 21:32,颜色分类:米白色尺码:37,鞋子质量非常好，很舒适现在穿正合适，
2019年09月09日 21:50,颜色分类:黑色尺码:34,鞋子很漂亮，穿着舒服很透气，很喜欢。
2019年09月08日 07:51,颜色分类:黑色尺码:38,鞋子轻便好穿，性比价啊也好
2019年09月17日 09:16,颜色分类:粉红色尺码:37,好看又时尚，还百搭，很喜欢
2019年09月11日 09:20,颜色分类:粉红色尺码:37,鞋子质量很好，上脚舒适挺漂亮的。
2019年09月15日 19:58,颜色分类:粉红色尺码:35,根舒适，颜色也很好看
2019年09月19日 08:06,颜色分类:米白色尺码:39,质量很好呀 穿着也特舒服还好看哈哈哈
2019年09月07日 14:00,,"评价方未及时做出评价,系统默认好评!"
2019年09月10日 21:49,颜色分类:粉红色尺码:36,买了很多次了，质量棒棒哒，穿上很舒服
2019年09月14日 19:50,颜色分类:粉红色尺码:38,鞋子很舒服，很好搭衣服，走路不累
2019年09月08日 10:24,颜色分类:米白色尺码:35,舒适度：鞋子非常好，一直在他家购买，质量好， 
2019年09月13日 08:43,颜色分类:粉红色尺码:36,鞋子回来了，是真的不错，在北方穿刚刚好
2019年09月10日 09:38,颜色分类:米白色尺码:38,鞋子很舒服哦！他家鞋子质量一直很好，买了好几双了。
2019年09月10日 17:13,颜色分类:米白色尺码:37,上脚很漂亮，舒服又透气
2019年09月13日 22:58,颜色分类:黑色尺码:39,很舒服，穿起来轻便还透气
2019年09月09日 21:22,颜色分类:米白色尺码:38,鞋子太喜欢啦，质量很好，现在穿很透气
2019年09月10日 13:59,颜色分类:粉红色尺码:38,一如既往的好，鞋柜都是你家的鞋子，真爱粉
2019年09月15日 14:50,颜色分类:米白色尺码:36,鞋底材质：鞋底柔软，穿起来很舒服 
2019年09月14日 08:11,颜色分类:粉红色尺码:37,非常舒适也非常好看！性价比太高啦，回回购！
2019年09月15日 19:27,颜色分类:米白色尺码:37,鞋子质量很好  穿着很舒服  不错  物流给力赞一个
2019年09月19日 15:03,颜色分类:粉红色尺码:34,送人的，朋友收到很喜欢。自己也买了一双😜😜😜经常光顾
2019年09月19日 23:21,颜色分类:粉红色尺码:37,超级好看的鞋子呢，赶上初秋一波，非常舒服，大爱
2019年09月10日 17:17,颜色分类:粉红色尺码:37,鞋子不错，质量挺好的，一直喜欢他家的，有需要还来
2019年09月16日 20:02,颜色分类:黑色尺码:36,一直喜欢的一家店真的 不错 送朋友很合适 反正超级喜欢 祝卖家生意兴隆
2019年09月11日 08:36,颜色分类:米白色尺码:36,鞋子很不错，推荐给朋友都说喜欢
2019年09月16日 12:07,颜色分类:米白色尺码:34,非常喜欢这双鞋，穿着舒适轻便，不错，喜欢的可以下手了。
2019年09月17日 12:12,颜色分类:粉红色尺码:34,挺好的。 一直都是在这家买鞋子。 毕竟还是多信任的。  很好穿。 舒服
2019年09月16日 14:27,颜色分类:粉红色尺码:38,运动风又有点女孩子的粉粉～很喜欢
2019年09月12日 14:36,颜色分类:粉红色尺码:38,不错。鞋子收到，穿着舒服，柔软。很合脚很舒服 
2019年09月09日 01:52,颜色分类:米白色尺码:36,穿着舒服。款式好看，百搭款
2019年09月15日 20:28,颜色分类:粉红色尺码:36,鞋子穿起来很舒服，不磨脚
2019年09月18日 14:29,颜色分类:粉红色尺码:37,鞋底材质：舒适 
2019年09月11日 17:16,颜色分类:粉红色尺码:38,质量超级好 一直都买他家鞋子 
2019年09月11日 13:43,颜色分类:米白色尺码:38,鞋子舒服百搭，一直穿这家的鞋子
2019年09月19日 14:12,颜色分类:黑色尺码:35,没有色差很舒服百搭哦
2019年09月08日 14:25,颜色分类:粉红色尺码:37,很透气很舒服，不磨脚，很不错
